postal_Code_start,postal_code_end,time,memory_used(MB)
6226CW,6226ET,369,37
6226CW,6216TJ,381,38
6226CW,6222SV,1046,218
6226CW,6219AP,651,41
6226CW,6217ND,388,38
6226CW,6223GP,569,137
6226CW,6211PJ,490,23
6226CW,6218BC,529,40
6226CW,6211KZ,413,38
6226CW,6226VN,450,31
6226CW,6224AH,787,22
6226CW,6213BA,571,27
6226CW,6216PV,662,25
6226CW,6216EG,639,27
6226CW,6226BB,443,37
6226CW,6215JA,475,38
6226CW,6223CR,590,134
6226CW,6228SG,397,24
6226CW,6227RX,535,21
6226CW,6224EB,748,22
6226CW,6211RJ,473,23
6226CW,6225CE,753,32
6226CW,6228BK,416,37
6226CW,6223EC,743,46
6226CW,6228JM,408,38
6226CW,6224BT,848,17
6226CW,6217KL,500,37
6226CW,6216XJ,487,39
6226CW,6226EG,401,37
6226CW,6224CC,813,20
6226CW,6213AJ,550,35
6226CW,6214VJ,486,39
6226CW,6227CK,380,29
6226CW,6212GJ,1322,24
6226CW,6223EV,665,26
6226CW,6219PE,747,220
6226CW,6224XZ,676,85
6226CW,6228HG,410,38
6226CW,6226VZ,628,125
6226CW,6215EK,378,38
6226CW,6215TW,791,22
6226CW,6227GA,359,31
6226CW,6225KE,713,45
6226CW,6216BN,486,24
6226CW,6214XH,558,39
6226CW,6224TB,409,38
6226CW,6224GD,456,32
6226CW,6215BK,425,38
6226CW,6218CK,516,39
6226CW,6219AB,692,26
6226CW,6222VK,812,42
6226CW,6226WZ,544,19
6226CW,6211SX,629,25
6226CW,6212EV,1267,174
6226CW,6214SK,525,33
6226CW,6216BL,460,38
6226CW,6229GL,487,39
6226CW,6228CS,464,19
6226CW,6214PT,612,20
6226CW,6218TJ,543,40
6226CW,6226AG,354,37
6226CW,6221JL,465,39
6226CW,6224KN,487,37
6226CW,6213CH,537,39
6226CW,6222VB,799,36
6226CW,6212BV,1230,41
6226CW,6215SP,507,40
6226CW,6224CR,521,26
6226CW,6211HP,570,22
6226CW,6218GK,433,38
6226CW,6227GC,377,21
6226CW,6218EB,467,32
6226CW,6226AP,363,37
6226CW,6216BT,675,142
6226CW,6221AT,738,37
6226CW,6228GK,416,38
6226CW,6215GA,422,38
6226CW,6217NW,630,25
6226CW,6221TD,511,39
6226CW,6212NL,471,25
6226CW,6217HH,407,32
6226CW,6224ER,496,32
6226CW,6222TL,831,26
6226CW,6226DK,497,126
6226CW,6213AL,428,32
6226CW,6211AX,725,18
6226CW,6221GD,521,20
6226CW,6227AN,414,37
6226CW,6226WR,543,19
6226CW,6223BE,627,133
6226CW,6229AE,468,39
6226CW,6217GD,970,216
6226CW,6229VS,452,38
6226CW,6216AL,676,180
6226CW,6224KZ,387,38
6226CW,6218VB,557,40
6226CW,6227BP,432,20
6226CW,6218GG,724,36
6226CW,6221VS,488,34
6226CW,6224HB,390,37
6226CW,6218GR,541,34
6226CW,6215XW,672,23
6226CW,6217CC,409,38
6226CW,6226HJ,365,37
6226CW,6225GX,601,126
6226CW,6221AL,756,33
6226CW,6227RR,580,19
6226CW,6211XN,600,94
6226CW,6211GK,400,38
6226CW,6216CS,691,24
6226CW,6215SL,510,40
6226CW,6212HA,870,128
6226CW,6211KC,1242,23
6226CW,6211XX,624,129
6226CW,6218TE,544,32
6226CW,6224KX,378,38
6226CW,6211HA,384,38
6226CW,6215EL,388,38
6226CW,6215RE,455,24
6226CW,6216TE,396,38
6226CW,6222AA,479,36
6226CW,6224JN,334,37
6226CW,6218XZ,427,39
6226CW,6217VT,409,38
6226CW,6221AW,702,33
6226CW,6229BK,406,39
6226CW,6228ED,364,37
6226CW,6214PK,605,20
6226CW,6218SV,439,39
6226CW,6212AB,1363,91
6226CW,6211NV,587,20
6226CW,6216VG,686,19
6226CW,6228EJ,392,15
6226CW,6215ST,424,32
6226CW,6224HD,344,37
6226CW,6216NT,447,38
6226CW,6211XC,513,170
6226CW,6222EA,468,36
6226CW,6227XD,1016,213
6226CW,6215RM,562,24
6226CW,6228AT,387,37
6226CW,6228AG,373,38
6226CW,6217PK,608,130
6226CW,6226EW,443,37
6226CW,6225DG,794,95
6226CW,6227BE,406,37
6226CW,6216VA,470,37
6226CW,6213JK,1327,34
6226CW,6216AR,694,24
6226CW,6212GK,1011,312
6226CW,6216BW,457,38
6226CW,6226BD,466,123
6226CW,6213KA,941,175
6226CW,6224KJ,404,38
6226CW,6226EZ,343,75
6226CW,6211RK,654,20
6226CW,6215TM,435,32
6226CW,6226HW,449,37
6226CW,6229WG,500,39
6226CW,6221TN,518,34
6226CW,6229AR,483,39
6226CW,6224JZ,383,37
6226CW,6216PK,635,132
6226CW,6213JX,1268,131
6226CW,6213CJ,611,32
6226CW,6221EL,414,38
6226CW,6218XB,535,40
6226CW,6217LA,670,26
6226CW,6229HC,372,38
6226CW,6218VT,579,40
6226CW,6225EV,775,125
6226CW,6221SR,467,39
6226CW,6215BJ,468,84
6226CW,6216SX,518,24
6226CW,6221TB,506,33
6226CW,6229GM,493,39
6226CW,6227VM,713,33
6226CW,6226WV,495,19
6226CW,6212EZ,1216,266
6226CW,6227VJ,783,37
6226CW,6211AM,574,19
6226CW,6225BV,736,24
6226CW,6227AZ,438,19
6226CW,6225JN,830,34
6226CW,6221CN,602,24
6226CW,6218AG,478,19
6226CW,6222VJ,828,36
6226CW,6224VS,576,27
6226CW,6213HW,1377,45
6226CW,6225HH,651,90
6226CW,6211TD,561,40
6226CW,6211NL,476,23
6226CW,6213NB,626,29
6226CW,6221XW,469,38
6226CW,6221AM,803,36
6226CW,6213CV,539,34
6226CW,6222WH,811,49
6226CW,6225HJ,707,52
6226CW,6211BZ,566,172
6226CW,6216SR,486,27
6226CW,6229EG,474,39
6226CW,6221GB,443,18
6226CW,6213AB,500,23
6226CW,6217PJ,553,36
6226CW,6223GL,575,36
6226CW,6223BA,634,25
6226CW,6218VH,531,35
6226CW,6215SX,507,40
6226CW,6216RH,507,23
6226CW,6215RN,642,26
6226CW,6214TK,467,38
6226CW,6218CV,436,34
6226CW,6224VW,491,26
6226CW,6211ST,656,140
6226CW,6227TL,472,170
6226CW,6215PV,529,40
6226CW,6227AX,380,14
6226CW,6226GG,342,121
6226CW,6227CV,351,37
6226CW,6222BH,575,19
6226CW,6224LC,474,39
6226CW,6225HK,735,26
6226CW,6215EE,435,38
6226CW,6228JD,460,19
6226CW,6215BC,418,38
6226CW,6217AN,572,39
6226CW,6225BK,770,44
6226CW,6216AM,662,24
6226CW,6216VN,451,24
6226CW,6226GT,490,37
6226CW,6217CX,576,27
6226CW,6211RZ,613,19
6226CW,6229HV,488,39
6226CW,6222CS,550,21
6226CW,6215RP,472,26
6226CW,6218VK,567,40
6226CW,6223CT,563,24
6226CW,6219BD,832,23
6226CW,6226CA,359,37
6226CW,6216TM,532,36
6226CW,6219BN,788,23
6226CW,6226GJ,371,37
6226CW,6214SP,611,142
6226CW,6217GT,383,38
6226CW,6215SC,552,24
6226CW,6213AP,421,34
6226CW,6217XS,499,36
6226CW,6225DA,592,28
6226CW,6211NP,552,39
6226CW,6227EP,386,37
6226CW,6223CM,558,24
6226CW,6211RN,558,23
6226CW,6228DM,417,19
6226CW,6213JC,1385,34
6226CW,6226BP,500,37
6226CW,6218RZ,479,38
6226CW,6213HE,964,262
6226CW,6227CL,373,18
6226CW,6229BB,568,39
6226CW,6213CK,510,34
6226CW,6212GH,1864,35
6226CW,6216PW,638,94
6226CW,6227SV,411,37
6226CW,6212BB,1145,33
6226CW,6225BD,729,96
6226CW,6216RP,724,26
6226CW,6227XW,756,37
6226CW,6221BW,659,134
6226CW,6215XJ,809,34
6226CW,6211PB,565,39
6226CW,6215ES,386,38
6226CW,6223GM,605,26
6226CW,6221VH,493,32
6226CW,6227TB,469,19
6226CW,6211RA,543,23
6226CW,6228EA,374,38
6226CW,6214XZ,746,24
6226CW,6228HL,395,33
6226CW,6222CD,490,24
6226CW,6214RH,514,39
6226CW,6223BR,599,23
6226CW,6221BL,771,41
6226CW,6218AV,556,40
6226CW,6213CB,547,39
6226CW,6219BE,791,23
6226CW,6211JW,638,171
6226CW,6228EK,393,38
6226CW,6217LN,634,36
6226CW,6221CD,675,44
6226CW,6213HH,950,87
6226CW,6218GN,429,38
6226CW,6221EE,644,162
6226CW,6226WL,591,33
6226CW,6227AK,577,19
6226CW,6222TE,810,24
6226CW,6224LR,386,38
6226CW,6215XC,746,51
6226CW,6212GC,622,210
6226CW,6225AE,758,95
6226CW,6229BN,392,38
6226CW,6213HR,1390,24
6226CW,6225AR,742,24
6226CW,6222CT,674,34
6226CW,6224JG,364,37
6226CW,6219NN,681,77
6226CW,6221GH,375,38
6226CW,6223GC,682,26
6226CW,6216NW,454,38
6226CW,6213JL,1301,24
6226CW,6227GT,399,19
6226CW,6214TZ,556,39
6226CW,6211BS,575,18
6226CW,6226CV,416,37
6226CW,6227HM,503,22
6226CW,6227GB,400,33
6226CW,6224CG,777,24
6226CW,6215XX,675,26
6226CW,6216RN,662,28
6226CW,6228EX,384,38
6226CW,6214VK,515,39
6226CW,6221EP,503,82
6226CW,6216VR,436,39
6226CW,6225BB,716,28
6226CW,6222SG,1101,25
6226CW,6218VR,548,34
6226CW,6225EM,588,28
6226CW,6224BZ,824,18
6226CW,6217HB,610,39
6226CW,6226AE,491,37
6226CW,6225JW,565,26
6226CW,6229VV,485,28
6226CW,6223CS,657,36
6226CW,6217HE,382,38
6226CW,6218RC,442,38
6213AP,6217KS,491,20
6213AP,6216TS,676,30
6213AP,6223BD,407,38
6213AP,6226GM,458,38
6213AP,6224EG,651,34
6213AP,6227SW,495,38
6213AP,6225GN,557,26
6213AP,6211TC,367,32
6213AP,6216ER,841,32
6213AP,6219AW,855,31
6213AP,6217CA,603,33
6213AP,6225GW,580,28
6213AP,6215XT,553,84
6213AP,6214SL,465,38
6213AP,6212XC,233,38
6213AP,6227EN,475,24
6213AP,6218XC,606,35
6213AP,6211GD,408,38
6213AP,6213GB,695,35
6213AP,6227BN,470,36
6213AP,6222BC,619,51
6213AP,6214XL,1848,216
6213AP,6224AX,584,24
6213AP,6213JN,975,130
6213AP,6216PT,928,23
6213AP,6211KX,331,38
6213AP,6211MA,764,38
6213AP,6224XW,542,34
6213AP,6216SE,745,35
6213AP,6213BG,391,37
6213AP,6226AK,438,28
6213AP,6222AT,634,28
6213AP,6215TB,597,35
6213AP,6213HK,998,215
6213AP,6224LE,433,34
6213AP,6218HE,621,40
6213AP,6215RL,658,36
6213AP,6227HB,459,38
6213AP,6214SC,331,37
6213AP,6224HX,408,38
6213AP,6221BZ,492,23
6213AP,6228EL,491,34
6213AP,6222SR,935,36
6213AP,6218VC,587,35
6213AP,6212XS,467,38
6213AP,6221BP,643,24
6213AP,6217AT,617,40
6213AP,6224GC,427,37
6213AP,6225EH,632,27
6213AP,6224AP,681,19
6213AP,6216PE,726,32
6213AP,6217CR,706,32
6213AP,6211SK,538,19
6213AP,6216SN,644,35
6213AP,6217BS,599,40
6213AP,6222AE,689,90
6213AP,6229HK,386,38
6213AP,6212AN,1538,39
6213AP,6228HH,469,39
6213AP,6223AJ,403,38
6213AP,6213GW,959,352
6213AP,6217NB,596,36
6213AP,6229TH,475,27
6213AP,6227ED,464,32
6213AP,6211GC,366,38
6213AP,6221TM,504,40
6213AP,6216PN,747,33
6213AP,6222ST,826,33
6213AP,6217KH,507,128
6213AP,6229WK,533,26
6213AP,6227VD,609,35
6213AP,6217LW,656,31
6213AP,6222BA,612,28
6213AP,6225HC,595,27
6213AP,6227DB,425,34
6213AP,6215PX,583,40
6213AP,6221BR,664,130
6213AP,6222CN,384,38
6213AP,6221VZ,658,172
6213AP,6217AH,584,35
6213AP,6217LH,737,35
6213AP,6213GA,329,37
6213AP,6227HE,453,36
6213AP,6227EC,445,38
6213AP,6211JJ,614,30
6213AP,6214XA,2044,89
6213AP,6228GW,422,39
6213AP,6226WT,592,25
6213AP,6214AA,489,21
6213AP,6228GA,406,39
6213AP,6211KH,752,30
6213AP,6224VB,571,27
6213AP,6211LR,422,19
6213AP,6226AB,431,38
6213AP,6218DA,594,35
6213AP,6217LR,482,19
6213AP,6226CJ,460,38
6213AP,6215TJ,602,40
6213AP,6216NS,667,40
6213AP,6217AK,655,40
6213AP,6225DK,643,138
6213AP,6212BW,1493,33
6213AP,6222WD,666,85
6213AP,6217HV,588,40
6213AP,6226WP,746,136
6213AP,6212BD,1838,22
6213AP,6228AK,479,38
6213AP,6225HD,565,30
6213AP,6215XM,628,82
6213AP,6224DC,443,38
6213AP,6216TR,724,34
6213AP,6227RM,464,25
6213AP,6222WK,686,30
6213AP,6228DK,485,39
6213AP,6212GS,643,82
6213AP,6211MZ,387,19
6213AP,6228CW,445,39
6213AP,6229TG,477,39
6213AP,6215VG,457,129
6213AP,6213AA,360,37
6213AP,6215RS,547,17
6213AP,6227TG,517,89
6213AP,6229VT,421,38
6213AP,6215RA,635,35
6213AP,6214VT,1168,209
6213AP,6211JH,677,31
6213AP,6225EJ,656,28
6213AP,6224LG,369,33
6213AP,6224BA,795,24
6213AP,6211MV,401,19
6213AP,6221CM,456,38
6213AP,6222CB,354,38
6213AP,6222BT,481,25
6213AP,6211BG,584,37
6213AP,6229GD,376,38
6213AP,6218SW,595,40
6213AP,6216SM,690,40
6213AP,6221VM,392,38
6213AP,6211EA,392,37
6213AP,6225EA,649,28
6213AP,6227RS,658,32
6213AP,6212GD,1676,35
6213AP,6216ST,677,40
6213AP,6223AG,402,32
6213AP,6212EH,692,36
6213AP,6218GD,624,40
6213AP,6218VN,591,34
6213AP,6211PA,357,38
6213AP,6226CB,451,38
6213AP,6222CH,368,38
6213AP,6211LM,421,19
6213AP,6224VX,545,28
6213AP,6211NA,407,37
6213AP,6227BT,493,38
6213AP,6221VB,377,38
6213AP,6227TS,566,134
6213AP,6228LE,494,39
6213AP,6217XN,632,40
6213AP,6226WB,583,29
6213AP,6219AK,882,194
6213AP,6224AN,606,25
6213AP,6218HK,990,32
6213AP,6218GJ,643,40
6213AP,6211NM,394,38
6213AP,6223AD,393,38
6213AP,6226BA,536,25
6213AP,6226DL,618,26
6213AP,6211JK,449,34
6213AP,6215TH,588,40
6213AP,6229AZ,426,92
6213AP,6215JS,338,38
6213AP,6219BP,854,194
6213AP,6215GH,591,33
6213AP,6226GP,446,38
6213AP,6226CW,459,28
6213AP,6225CH,876,38
6213AP,6217PA,709,32
6213AP,6229VZ,427,39
6213AP,6218GC,629,40
6213AP,6218CW,576,35
6213AP,6215PS,624,40
6213AP,6218AR,652,35
6213AP,6219BB,866,34
6213AP,6225XZ,512,33
6213AP,6218XD,619,35
6213AP,6216VC,857,59
6213AP,6224LP,370,37
6213AP,6223BH,403,38
6213AP,6227HA,467,38
6213AP,6222EC,411,38
6213AP,6224EE,699,19
6213AP,6228BN,506,39
6213AP,6229AX,418,34
6213AP,6224XJ,669,89
6213AP,6211NS,450,38
6213AP,6218VA,595,35
6213AP,6226DS,433,38
6213AP,6223CK,521,34
6213AP,6216PX,997,33
6213AP,6223HE,415,33
6213AP,6229WL,481,34
6213AP,6228GC,434,39
6213AP,6213EM,1448,35
6213AP,6228SM,481,38
6213AP,6213EV,982,21
6213AP,6214XP,1332,80
6213AP,6215PH,619,35
6213AP,6214XM,668,37
6213AP,6229WT,503,39
6213AP,6217PH,903,108
6213AP,6229GX,404,38
6213AP,6212NJ,332,38
6213AP,6213HV,904,169
6213AP,6223CA,411,38
6213AP,6227XS,812,31
6213AP,6229ZD,521,34
6213AP,6221HG,371,38
6213AP,6227RG,572,27
6213AP,6211PG,421,38
6213AP,6226DA,462,28
6213AP,6222WE,721,179
6213AP,6218CC,658,35
6213AP,6227AV,401,38
6213AP,6217VP,580,35
6213AP,6221XT,401,38
6213AP,6222BZ,407,38
6213AP,6229TW,457,39
6213AP,6216RZ,758,40
6213AP,6216RE,829,61
6213AP,6213BV,768,124
6213AP,6228CM,487,32
6213AP,6221TX,541,39
6213AP,6211NG,465,37
6213AP,6228AL,466,38
6213AP,6213HT,1402,29
6213AP,6217VJ,633,40
6213AP,6214TT,511,127
6213AP,6226DM,547,24
6213AP,6216RL,916,34
6213AP,6211BC,598,32
6213AP,6223GZ,418,39
6213AP,6224GM,413,34
6213AP,6215VS,654,35
6213AP,6218HG,804,41
6213AP,6215RX,518,19
6213AP,6224XX,675,26
6213AP,6225ES,674,30
6213AP,6227SK,375,38
6213AP,6216CP,743,40
6213AP,6227SB,610,29
6213AP,6226AW,604,29
6213AP,6222CE,359,38
6213AP,6218RX,594,35
6213AP,6222WJ,707,87
6213AP,6227BJ,430,38
6213AP,6224KG,367,38
6213AP,6215EM,607,40
6213AP,6227VA,693,90
6213AP,6217XV,712,38
6213AP,6224TL,383,38
6213AP,6214VX,1883,171
6213AP,6211AT,594,20
6213AP,6215RR,706,37
6213AP,6226BL,544,28
6213AP,6213JS,556,21
6213AP,6216BM,694,30
6213AP,6217JW,708,40
6213AP,6213GC,674,171
6213AP,6225HL,608,28
6213AP,6221HE,370,38
6213AP,6215VE,593,40
6213AP,6226EN,440,31
6213AP,6226GE,398,34
6213AP,6215BN,628,40
6213AP,6214TC,737,31
6213AP,6229HW,410,27
6213AP,6216TD,657,33
6213AP,6228LB,452,39
6213AP,6211LC,422,34
6213AP,6216SV,778,29
6213AP,6224XM,530,28
6213AP,6212XW,670,27
6213AP,6228HC,504,39
6213AP,6213GK,708,127
6213AP,6215SZ,640,40
6213AP,6215EP,588,40
6213AP,6229HH,419,34
6213AP,6214XJ,2013,42
6213AP,6214VG,409,37
6213AP,6217HG,627,40
6213AP,6214AC,453,37
6213AP,6215BP,636,35
6213AP,6217EP,693,31
6213AP,6218AN,614,40
6213AP,6212BK,1439,170
6213AP,6225GB,620,25
6213AP,6215JL,636,35
6213AP,6211LH,343,38
6213AP,6211BE,516,21
6213AP,6211PM,617,128
6213AP,6212EC,733,38
6213AP,6227VT,680,178
6213AP,6218WH,689,40
6213AP,6211BP,575,130
6213AP,6211AP,587,129
6213AP,6216PZ,968,69
6213AP,6228EB,480,38
6213AP,6217BR,593,40
6213AP,6229HE,424,38
6213AP,6224JV,426,25
6213AP,6221HB,390,38
6213AP,6226CP,463,34
6213AP,6224JP,414,38
6213AP,6218VG,636,40
6213AP,6221AC,725,48
6213AP,6216CJ,827,36
6213AP,6218BS,594,40
6213AP,6214AR,418,38
6213AP,6217GW,758,33
6213AP,6215KJ,600,33
6213AP,6228JB,453,38
6213AP,6221GE,391,38
6213AP,6224EN,486,28
6213AP,6218SE,788,35
6213AP,6224CT,891,132
6213AP,6225DH,709,27
6213AP,6222SN,949,179
6213AP,6216AC,861,57
6213AP,6225JM,866,46
6213AP,6221EK,458,23
6213AP,6212GT,1006,35
6213AP,6216PH,769,32
6213AP,6215XD,690,31
6213AP,6226AT,441,38
6213AP,6218WB,641,33
6213AP,6223CL,443,38
6213AP,6221SW,404,39
6213AP,6222XS,636,36
6213AP,6212XK,235,38
6213AP,6214TH,444,37
6213AP,6225CA,733,30
6213AP,6211EL,539,18
6213AP,6225GA,651,29
6213AP,6212BA,1776,27
6213AP,6215RB,626,40
6213AP,6229HZ,395,38
6213AP,6214AM,455,19
6213AP,6224TG,446,32
6213AP,6215XL,644,126
6213AP,6213BH,430,37
6213AP,6227AR,415,38
6213AP,6221CP,375,38
6213AP,6224VN,541,26
6213AP,6221JM,395,38
6213AP,6217VR,597,40
6213AP,6218GT,761,36
6213AP,6222ED,407,37
6213AP,6211SC,564,45
6213AP,6216XR,791,47
6213AP,6224BJ,706,86
6213AP,6217CB,616,40
6213AP,6225KM,664,28
6213AP,6223AE,418,38
6213AP,6214VZ,1878,78
6213AP,6229BC,444,39
6213AP,6228EV,472,34
6213AP,6213KB,973,34
6213AP,6216VJ,776,32
6213AP,6229TE,448,31
6213AP,6216PS,909,35
6213AP,6212AS,868,38
6213AP,6226EJ,459,133
6213AP,6216PL,1009,51
6213AP,6211KA,1349,55
6213AP,6212CL,904,38
6213AP,6229BD,447,34
6213AP,6213HG,588,172
6213AP,6214AP,392,149
6213AP,6228GN,408,39
6213AP,6212BT,1610,141
6213AP,6217LP,841,107
6213AP,6215KC,715,27
6213AP,6222CP,449,36
6213AP,6217JJ,878,31
6213AP,6211ER,485,18
6213AP,6226GL,454,34
6213AP,6212BM,1901,31
6213AP,6213AD,543,31
6213AP,6218ST,663,33
6213AP,6226XZ,471,27
6213AP,6227XN,1088,134
6213AP,6224VV,623,27
6213AP,6224JA,428,26
6213AP,6217LJ,722,40
6213AP,6211PC,391,37
6213AP,6216AT,940,34
6213AP,6221CX,474,25
6213AP,6211JA,484,24
6213AP,6214SR,468,172
6213AP,6222VV,744,92
6213AP,6226WX,959,25
6213AP,6211EB,474,19
6213AP,6215SM,615,35
6213AP,6222XW,667,28
6213AP,6218AT,748,152
6213AP,6216VP,741,34
6213AP,6227SZ,474,38
6213AP,6228EG,477,38
6213AP,6217BC,607,40
6213AP,6212BS,1540,190
6213AP,6229AH,418,36
6213AP,6215XN,731,21
6213AP,6224HN,409,38
6213AP,6227CP,502,32
6213AP,6213GH,1025,21
6213AP,6213BT,1111,86
6213AP,6218WC,871,34
6213AP,6213JT,976,215
6213AP,6212EL,977,38
6213AP,6211LA,440,37
6213AP,6229EA,403,38
6213AP,6228HX,443,39
6213AP,6218BP,610,35
6213AP,6211RM,433,38
6213AP,6217EJ,956,51
6213AP,6227AL,406,38
6213AP,6221SG,384,32
6213AP,6227GN,480,38
6213AP,6229GC,390,38
6213AP,6216ES,903,40
6213AP,6224HT,409,38
6213AP,6217NV,1111,37
6213AP,6224KB,379,38
6213AP,6217VK,802,32
6213AP,6225KL,625,27
6213AP,6215TZ,764,40
6213AP,6218BW,838,196
6213AP,6218EN,876,61
6213AP,6218GV,734,29
6213AP,6221VX,755,48
6213AP,6226XH,437,32
6213AP,6222BL,439,38
6213AP,6214BB,394,37
6213AP,6227SJ,578,28
6213AP,6219AX,1391,36
6213AP,6229BH,479,39
6213AP,6217BW,637,40
6213AP,6229HD,464,34
6213AP,6222CZ,492,37
6213AP,6215EV,499,38
6213AP,6212ER,1624,80
6213AP,6225BE,621,26
6213AP,6218RT,816,31
6213AP,6227EH,474,36
6213AP,6229XM,479,38
6213AP,6218HL,909,46
6213AP,6213CG,307,37
6213AP,6212NH,929,37
6213AP,6219AS,1185,37
6213AP,6221VW,413,38
6213AP,6226VJ,584,26
6213AP,6212HH,605,36
6213AP,6222EB,407,38
6213AP,6225EL,624,29
6213AP,6224GA,453,35
6213AP,6217LD,704,40
6213AP,6211XB,724,20
6213AP,6217NX,1126,38
6213AP,6217GV,611,40
6213AP,6214RV,405,37
6213AP,6225BW,603,43
6213AP,6211XS,478,38
6213AP,6211PK,456,38
6213AP,6222PD,519,39
6213AP,6229AG,407,32
6213AP,6222EL,534,22
6213AP,6227TM,760,139
6213AP,6216VB,851,50
6213AP,6221KZ,382,38
6213AP,6228AE,475,32
6213AP,6212EX,1625,82
6213AP,6217ET,1139,35
6213AP,6213EC,1065,80
6213AP,6226WG,858,25
6213AP,6211RC,545,21
6213AP,6216BH,788,31
6213AP,6224BB,767,24
6213AP,6214PM,483,19
6213AP,6214TR,926,32
6213AP,6224EX,520,25
6213AP,6228GJ,426,36
6213AP,6216PP,937,54
6213AP,6211NH,437,18
6213AP,6213CT,852,35
6213AP,6225AL,606,30
6213AP,6228JV,424,39
6213AP,6216TB,776,108
6213AP,6221BN,673,47
6213AP,6224VL,552,27
6213AP,6229AW,447,25
6213AP,6227TA,541,38
6213AP,6221XK,645,136
6213AP,6211SN,537,18
6213AP,6227BS,484,32
6213AP,6224TW,563,28
6213AP,6212HD,917,80
6213AP,6215RH,872,68
6213AP,6229XP,477,38
6213AP,6214PA,493,19
6213AP,6222NA,522,24
6213AP,6212BP,1776,31
6213AP,6218SH,970,34
6213AP,6221XD,767,23
6213AP,6224EV,480,38
6213AP,6225ET,650,28
6213AP,6222BP,476,37
6213AP,6223HA,495,39
6213AP,6227XH,532,28
6213AP,6215XR,745,21
6213AP,6226BR,513,25
6213AP,6226BG,462,38
6213AP,6221VT,397,38
6213AP,6213JV,547,21
6213AP,6218RB,797,31
6213AP,6221EW,400,38
6213AP,6211EV,496,21
6213AP,6223AX,439,38
6213AP,6222TZ,609,28
6213AP,6216TC,650,35
6213AP,6212XD,232,38
6213AP,6226HS,401,38
6213AP,6225KH,669,28
6213AP,6225AG,661,179
6213AP,6229VP,454,39
6213AP,6221AH,460,19
6213AP,6225BC,611,28
6213AP,6224LX,464,27
6213AP,6211RV,523,23
6213AP,6215TA,839,34
6213AP,6218GA,828,34
6213AP,6211ET,486,86
6213AP,6222CG,411,22
6213AP,6228BJ,540,38
6213AP,6222TX,544,30
6213AP,6222AL,688,28
6213AP,6222NE,603,32
6213AP,6216AZ,660,86
6213AP,6218XA,609,33
6213AP,6211SZ,391,33
6213AP,6211PS,489,84
6213AP,6224GX,485,24
6213AP,6225JT,610,42
6213AP,6217BH,565,40
6213AP,6212BL,1734,101
6213AP,6216AP,959,33
6213AP,6211MB,889,60
6213AP,6225BR,634,26
6213AP,6213HP,950,169
6213AP,6224VT,577,25
6213AP,6211RL,480,21
6213AP,6222EM,380,171
6213AP,6222SK,586,26
6213AP,6228XV,657,26
6213AP,6229VW,449,39
6213AP,6213GP,1024,33
6213AP,6221CK,603,130
6213AP,6217JM,513,35
6213AP,6224VK,596,28
6213AP,6222XR,652,28
6213AP,6211PW,376,38
6213AP,6221HH,372,38
6213AP,6211WE,629,33
6213AP,6211LD,384,38
6213AP,6213EP,1129,31
6213AP,6211RR,526,129
6213AP,6226ET,445,38
6213AP,6216TJ,774,33
6213AP,6222SV,890,53
6213AP,6212CM,920,38
6213AP,6219AP,1187,34
6213AP,6217ND,788,59
6213AP,6223GP,493,38
6213AP,6211PJ,464,19
6213AP,6218BC,643,35
6213AP,6211KZ,437,15
6213AP,6226VN,494,28
6213AP,6224AH,754,23
6213AP,6213BA,536,126
6213AP,6216PV,962,44
6213AP,6216EG,753,29
6213AP,6226BB,584,133
6213AP,6215JA,692,40
6213AP,6223CR,457,38
6213AP,6228SG,479,32
6213AP,6227RX,575,26
6213AP,6224EB,613,172
6213AP,6211RJ,472,38
6213AP,6225CE,645,30
6213AP,6228BK,432,39
6213AP,6223EC,607,25
6213AP,6228JM,448,39
6213AP,6224BT,730,23
6213AP,6217KL,556,21
6213AP,6216XJ,599,19
6213AP,6226EG,460,38
6213AP,6224CC,779,17
6213AP,6213AJ,416,37
6213AP,6214VJ,496,37
6213AP,6227CK,453,38
6213AP,6212GJ,1571,37
6213AP,6223EV,526,34
6213AP,6219PE,753,126
6213AP,6224XZ,593,25
6213AP,6228HG,468,39
6213AP,6226VZ,618,27
6213AP,6215EK,748,31
6213AP,6215TW,1059,30
6213AP,6227GA,448,38
6213AP,6225KE,648,28
6213AP,6216BN,848,31
6213AP,6214XH,838,39
6213AP,6224TB,404,38
6213AP,6224GD,399,34
6213AP,6215BK,782,31
6213AP,6218CK,585,40
6213AP,6219AB,1253,193
6213AP,6222VK,630,29
6213AP,6226WZ,819,34
6213AP,6211SX,515,15
6213AP,6212EV,1630,44
6213AP,6214SK,328,37
6213AP,6216BL,913,36
6213AP,6229GL,378,38
6213AP,6228CS,426,39
6213AP,6214PT,457,38
6213AP,6218TJ,647,40
6213AP,6226AG,402,38
6213AP,6221JL,358,38
6213AP,6224KN,389,38
6213AP,6213CH,582,37
6213AP,6222VB,678,134
6213AP,6212BV,1690,145
6213AP,6215SP,596,33
6213AP,6224CR,491,28
6213AP,6211HP,929,33
6213AP,6218GK,714,36
6213AP,6227GC,487,32
6213AP,6218EB,812,33
6213AP,6226AP,402,38
6213AP,6216BT,775,32
6213AP,6221AT,700,48
6213AP,6228GK,444,34
6213AP,6215GA,814,32
